tag,cve,severity,feed,feed_group,package,package_path,package_type,package_version,fix,url,inherited,description,nvd_cvss_v2_vector,nvd_cvss_v3_vector,vendor_cvss_v2_vector,vendor_cvss_v3_vector,Justification
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-23841,Medium,vulnerabilities,rhel:8,openssl-libs-1.1.1g-12.el8_3,pkgdb,rpm,1.1.1g-12.el8_3,None,https://access.redhat.com/security/cve/CVE-2021-23841,no_data,The OpenSSL public API function X509_issuer_and_serial_hash() attempts to create a unique hash value based on the issuer and serial number data contained within an X509 certificate. However it fails to correctly handle any errors that may occur while parsing the issuer field (which might occur if the issuer field is maliciously constructed). This may subsequently result in a NULL pointer deref and a crash leading to a potential denial of service attack. The function X509_issuer_and_serial_hash() is never directly called by OpenSSL itself so applications are only vulnerable if they use this function directly and they use it on certificates that may have been obtained from untrusted sources. OpenSSL versions 1.1.1i and below are affected by this issue. Users of these versions should upgrade to OpenSSL 1.1.1j. OpenSSL versions 1.0.2x and below are affected by this issue. However OpenSSL 1.0.2 is out of support and no longer receiving public updates. Premium support customers of OpenSSL 1.0.2 should upgrade to 1.0.2y. Other users should upgrade to 1.1.1j. Fixed in OpenSSL 1.1.1j (Affected 1.1.1-1.1.1i). Fixed in OpenSSL 1.0.2y (Affected 1.0.2-1.0.2x).,AV:N/AC:M/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,,,Patched upstream in version 1.1.1j on 2/16/21. RH has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-29361,Medium,vulnerabilities,rhel:8,p11-kit-0.23.14-5.el8_0,pkgdb,rpm,0.23.14-5.el8_0,None,https://access.redhat.com/security/cve/CVE-2020-29361,no_data,"An issue was discovered in p11-kit 0.21.1 through 0.23.21. Multiple integer overflows have been discovered in the array allocations in the p11-kit library and the p11-kit list command, where overflow checks are missing before calling realloc or calloc.",AV:N/AC:L/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,,Patched upstream in version 0.23.22 on 12/11/2020. RH has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-29362,Medium,vulnerabilities,rhel:8,p11-kit-0.23.14-5.el8_0,pkgdb,rpm,0.23.14-5.el8_0,None,https://access.redhat.com/security/cve/CVE-2020-29362,no_data,"An issue was discovered in p11-kit 0.21.1 through 0.23.21. A heap-based buffer over-read has been discovered in the RPC protocol used by thep11-kit server/remote commands and the client library. When the remote entity supplies a byte array through a serialized PKCS#11 function call, the receiving entity may allow the reading of up to 4 bytes of memory past the heap allocation.",AV:N/AC:L/Au:N/C:P/I:N/A:N,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,,,Patched upstream in version 0.23.22 on 12/11/2020. RH has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-29363,Medium,vulnerabilities,rhel:8,p11-kit-0.23.14-5.el8_0,pkgdb,rpm,0.23.14-5.el8_0,None,https://access.redhat.com/security/cve/CVE-2020-29363,no_data,"An issue was discovered in p11-kit 0.23.6 through 0.23.21. A heap-based buffer overflow has been discovered in the RPC protocol used by p11-kit server/remote commands and the client library. When the remote entity supplies a serialized byte array in a CK_ATTRIBUTE, the receiving entity may not allocate sufficient length for the buffer to store the deserialized value.",AV:N/AC:L/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,,Patched upstream in version 0.23.22 on 12/11/2020. RH has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-29361,Medium,vulnerabilities,rhel:8,p11-kit-trust-0.23.14-5.el8_0,pkgdb,rpm,0.23.14-5.el8_0,None,https://access.redhat.com/security/cve/CVE-2020-29361,no_data,"An issue was discovered in p11-kit 0.21.1 through 0.23.21. Multiple integer overflows have been discovered in the array allocations in the p11-kit library and the p11-kit list command, where overflow checks are missing before calling realloc or calloc.",AV:N/AC:L/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,,Patched upstream in version 0.23.22 on 12/11/2020. RH has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-29362,Medium,vulnerabilities,rhel:8,p11-kit-trust-0.23.14-5.el8_0,pkgdb,rpm,0.23.14-5.el8_0,None,https://access.redhat.com/security/cve/CVE-2020-29362,no_data,"An issue was discovered in p11-kit 0.21.1 through 0.23.21. A heap-based buffer over-read has been discovered in the RPC protocol used by thep11-kit server/remote commands and the client library. When the remote entity supplies a byte array through a serialized PKCS#11 function call, the receiving entity may allow the reading of up to 4 bytes of memory past the heap allocation.",AV:N/AC:L/Au:N/C:P/I:N/A:N,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,,,Patched upstream in version 0.23.22 on 12/11/2020. RH has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-29363,Medium,vulnerabilities,rhel:8,p11-kit-trust-0.23.14-5.el8_0,pkgdb,rpm,0.23.14-5.el8_0,None,https://access.redhat.com/security/cve/CVE-2020-29363,no_data,"An issue was discovered in p11-kit 0.23.6 through 0.23.21. A heap-based buffer overflow has been discovered in the RPC protocol used by p11-kit server/remote commands and the client library. When the remote entity supplies a serialized byte array in a CK_ATTRIBUTE, the receiving entity may not allocate sufficient length for the buffer to store the deserialized value.",AV:N/AC:L/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,,Patched upstream in version 0.23.22 on 12/11/2020. RH has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-27619,Medium,vulnerabilities,rhel:8,platform-python-3.6.8-31.el8,pkgdb,rpm,3.6.8-31.el8,None,https://access.redhat.com/security/cve/CVE-2020-27619,no_data,"In Python 3 through 3.9.0, the Lib/test/multibytecodec_support.py CJK codec tests call eval() on content retrieved via HTTP.",AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,,,Upstream patched on 10/19/2020. Redhat has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-23336,Medium,vulnerabilities,rhel:8,platform-python-3.6.8-31.el8,pkgdb,rpm,3.6.8-31.el8,None,https://access.redhat.com/security/cve/CVE-2021-23336,no_data,"The package python/cpython from 0 and before 3.6.13, from 3.7.0 and before 3.7.10, from 3.8.0 and before 3.8.8, from 3.9.0 and before 3.9.2 are vulnerable to Web Cache Poisoning via urllib.parse.parse_qsl and urllib.parse.parse_qs by using a vector called parameter cloaking. When the attacker can separate query parameters using a semicolon (;), they can cause a difference in the interpretation of the request between the proxy (running with default configuration) and the server. This can result in malicious requests being cached as completely safe ones, as the proxy would usually not see the semicolon as a separator, and therefore would not include it in a cache key of an unkeyed parameter.",AV:N/AC:H/Au:N/C:N/I:P/A:P,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:N/I:L/A:H,,,Patched upstream in version 3.6.13 on 2/15/2021. RH has  not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-3177,Medium,vulnerabilities,rhel:8,platform-python-3.6.8-31.el8,pkgdb,rpm,3.6.8-31.el8,None,https://access.redhat.com/security/cve/CVE-2021-3177,no_data,"Python 3.x through 3.9.1 has a buffer overflow in PyCArg_repr in _ctypes/callproc.c, which may lead to remote code execution in certain Python applications that accept floating-point numbers as untrusted input, as demonstrated by a 1e300 argument to c_double.from_param. This occurs because sprintf is used unsafely.",AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,,,Patched upstream in version 3.6.13 on 2/15/2021. RH has  not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-3426,Medium,vulnerabilities,rhel:8,platform-python-3.6.8-31.el8,pkgdb,rpm,3.6.8-31.el8,None,https://access.redhat.com/security/cve/CVE-2021-3426,no_data,none,,,,,No upstream fix is available.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-3445,Medium,vulnerabilities,rhel:8,python3-hawkey-0.48.0-5.el8,pkgdb,rpm,0.48.0-5.el8,None,https://access.redhat.com/security/cve/CVE-2021-3445,no_data,none,,,,,Upstream has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-3445,Medium,vulnerabilities,rhel:8,python3-libdnf-0.48.0-5.el8,pkgdb,rpm,0.48.0-5.el8,None,https://access.redhat.com/security/cve/CVE-2021-3445,no_data,none,,,,,Upstream has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-27619,Medium,vulnerabilities,rhel:8,python3-libs-3.6.8-31.el8,pkgdb,rpm,3.6.8-31.el8,None,https://access.redhat.com/security/cve/CVE-2020-27619,no_data,"In Python 3 through 3.9.0, the Lib/test/multibytecodec_support.py CJK codec tests call eval() on content retrieved via HTTP.",AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,,,Upstream patched on 10/19/2020. Redhat has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-23336,Medium,vulnerabilities,rhel:8,python3-libs-3.6.8-31.el8,pkgdb,rpm,3.6.8-31.el8,None,https://access.redhat.com/security/cve/CVE-2021-23336,no_data,"The package python/cpython from 0 and before 3.6.13, from 3.7.0 and before 3.7.10, from 3.8.0 and before 3.8.8, from 3.9.0 and before 3.9.2 are vulnerable to Web Cache Poisoning via urllib.parse.parse_qsl and urllib.parse.parse_qs by using a vector called parameter cloaking. When the attacker can separate query parameters using a semicolon (;), they can cause a difference in the interpretation of the request between the proxy (running with default configuration) and the server. This can result in malicious requests being cached as completely safe ones, as the proxy would usually not see the semicolon as a separator, and therefore would not include it in a cache key of an unkeyed parameter.",AV:N/AC:H/Au:N/C:N/I:P/A:P,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:N/I:L/A:H,,,Patched upstream in version 3.6.13 on 2/15/2021. RH has  not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-3177,Medium,vulnerabilities,rhel:8,python3-libs-3.6.8-31.el8,pkgdb,rpm,3.6.8-31.el8,None,https://access.redhat.com/security/cve/CVE-2021-3177,no_data,"Python 3.x through 3.9.1 has a buffer overflow in PyCArg_repr in _ctypes/callproc.c, which may lead to remote code execution in certain Python applications that accept floating-point numbers as untrusted input, as demonstrated by a 1e300 argument to c_double.from_param. This occurs because sprintf is used unsafely.",AV:N/AC:L/Au:N/C:P/I:P/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,,,Patched upstream in version 3.6.13 on 2/15/2021. RH has  not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-3426,Medium,vulnerabilities,rhel:8,python3-libs-3.6.8-31.el8,pkgdb,rpm,3.6.8-31.el8,None,https://access.redhat.com/security/cve/CVE-2021-3426,no_data,none,,,,,No upstream fix is available.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-24977,Medium,vulnerabilities,rhel:8,python3-libxml2-2.9.7-8.el8,pkgdb,rpm,2.9.7-8.el8,None,https://access.redhat.com/security/cve/CVE-2020-24977,no_data,GNOME project libxml2 v2.9.10 has a global buffer over-read vulnerability in xmlEncodeEntitiesInternal at libxml2/entities.c. The issue has been fixed in commit 50f06b3e.,AV:N/AC:L/Au:N/C:P/I:N/A:P,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:L,,,There was a commit to fix issue on 8/3/2020 but not included in stable release yet. No patch available.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-20266,Low,vulnerabilities,rhel:8,python3-rpm-4.14.3-4.el8,pkgdb,rpm,4.14.3-4.el8,None,https://access.redhat.com/security/cve/CVE-2021-20266,no_data,none,,,,,"No upstream fix is available. ""In order to exploit this flaw with rpm tooling as shipped in Red Hat Enterprise Linux, an attacker would need to already have root access to modify the rpm database."
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-20271,Medium,vulnerabilities,rhel:8,python3-rpm-4.14.3-4.el8,pkgdb,rpm,4.14.3-4.el8,None,https://access.redhat.com/security/cve/CVE-2021-20271,no_data,none,,,,,"No upstream fix is available. ""To exploit this flaw, an attacker must either compromise an RPM repository or convince an administrator to install an untrusted RPM.  It is strongly recommended to only use RPMs from trusted repositories. This flaw does not affect RPM as shipped in Red Hat Enterprise Linux 6 or 7."
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-3421,Medium,vulnerabilities,rhel:8,python3-rpm-4.14.3-4.el8,pkgdb,rpm,4.14.3-4.el8,None,https://access.redhat.com/security/cve/CVE-2021-3421,no_data,none,,,,,"No upstream fix is available. ""To exploit this flaw, an attacker must either compromise an RPM repository or convince an administrator to install an untrusted RPM.  It is strongly recommended to only use RPMs from trusted repositories."
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-20266,Low,vulnerabilities,rhel:8,rpm-4.14.3-4.el8,pkgdb,rpm,4.14.3-4.el8,None,https://access.redhat.com/security/cve/CVE-2021-20266,no_data,none,,,,,"No upstream fix is available. ""In order to exploit this flaw with rpm tooling as shipped in Red Hat Enterprise Linux, an attacker would need to already have root access to modify the rpm database."
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-20271,Medium,vulnerabilities,rhel:8,rpm-4.14.3-4.el8,pkgdb,rpm,4.14.3-4.el8,None,https://access.redhat.com/security/cve/CVE-2021-20271,no_data,none,,,,,"No upstream fix is available. ""To exploit this flaw, an attacker must either compromise an RPM repository or convince an administrator to install an untrusted RPM.  It is strongly recommended to only use RPMs from trusted repositories. This flaw does not affect RPM as shipped in Red Hat Enterprise Linux 6 or 7."
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-3421,Medium,vulnerabilities,rhel:8,rpm-4.14.3-4.el8,pkgdb,rpm,4.14.3-4.el8,None,https://access.redhat.com/security/cve/CVE-2021-3421,no_data,none,,,,,"No upstream fix is available. ""To exploit this flaw, an attacker must either compromise an RPM repository or convince an administrator to install an untrusted RPM.  It is strongly recommended to only use RPMs from trusted repositories."
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-20266,Low,vulnerabilities,rhel:8,rpm-build-libs-4.14.3-4.el8,pkgdb,rpm,4.14.3-4.el8,None,https://access.redhat.com/security/cve/CVE-2021-20266,no_data,none,,,,,"No upstream fix is available. ""In order to exploit this flaw with rpm tooling as shipped in Red Hat Enterprise Linux, an attacker would need to already have root access to modify the rpm database."
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-20271,Medium,vulnerabilities,rhel:8,rpm-build-libs-4.14.3-4.el8,pkgdb,rpm,4.14.3-4.el8,None,https://access.redhat.com/security/cve/CVE-2021-20271,no_data,none,,,,,"No upstream fix is available. ""To exploit this flaw, an attacker must either compromise an RPM repository or convince an administrator to install an untrusted RPM.  It is strongly recommended to only use RPMs from trusted repositories. This flaw does not affect RPM as shipped in Red Hat Enterprise Linux 6 or 7."
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-3421,Medium,vulnerabilities,rhel:8,rpm-build-libs-4.14.3-4.el8,pkgdb,rpm,4.14.3-4.el8,None,https://access.redhat.com/security/cve/CVE-2021-3421,no_data,none,,,,,"No upstream fix is available. ""To exploit this flaw, an attacker must either compromise an RPM repository or convince an administrator to install an untrusted RPM.  It is strongly recommended to only use RPMs from trusted repositories."
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-20266,Low,vulnerabilities,rhel:8,rpm-libs-4.14.3-4.el8,pkgdb,rpm,4.14.3-4.el8,None,https://access.redhat.com/security/cve/CVE-2021-20266,no_data,none,,,,,"No upstream fix is available. ""In order to exploit this flaw with rpm tooling as shipped in Red Hat Enterprise Linux, an attacker would need to already have root access to modify the rpm database."
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-20271,Medium,vulnerabilities,rhel:8,rpm-libs-4.14.3-4.el8,pkgdb,rpm,4.14.3-4.el8,None,https://access.redhat.com/security/cve/CVE-2021-20271,no_data,none,,,,,"No upstream fix is available. ""To exploit this flaw, an attacker must either compromise an RPM repository or convince an administrator to install an untrusted RPM.  It is strongly recommended to only use RPMs from trusted repositories. This flaw does not affect RPM as shipped in Red Hat Enterprise Linux 6 or 7."
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2021-3421,Medium,vulnerabilities,rhel:8,rpm-libs-4.14.3-4.el8,pkgdb,rpm,4.14.3-4.el8,None,https://access.redhat.com/security/cve/CVE-2021-3421,no_data,none,,,,,"No upstream fix is available. ""To exploit this flaw, an attacker must either compromise an RPM repository or convince an administrator to install an untrusted RPM.  It is strongly recommended to only use RPMs from trusted repositories."
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-13434,Medium,vulnerabilities,rhel:8,sqlite-libs-3.26.0-11.el8,pkgdb,rpm,3.26.0-11.el8,None,https://access.redhat.com/security/cve/CVE-2020-13434,no_data,SQLite through 3.32.0 has an integer overflow in sqlite3_str_vappendf in printf.c.,AV:L/AC:L/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,,,Patched 5/23/20 with version 3.32.1
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-15358,Medium,vulnerabilities,rhel:8,sqlite-libs-3.26.0-11.el8,pkgdb,rpm,3.26.0-11.el8,None,https://access.redhat.com/security/cve/CVE-2020-15358,no_data,"In SQLite before 3.32.3, select.c mishandles query-flattener optimization, leading to a multiSelectOrderBy heap overflow because of misuse of transitive properties for constant propagation.",AV:L/AC:L/Au:N/C:N/I:N/A:P,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,,,"False positive, does not affect sqlite-libs."
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-13776,Medium,vulnerabilities,rhel:8,systemd-239-41.el8_3.1,pkgdb,rpm,239-41.el8_3.1,None,https://access.redhat.com/security/cve/CVE-2020-13776,no_data,"systemd through v245 mishandles numerical usernames such as ones composed of decimal digits or 0x followed by hex digits, as demonstrated by use of root privileges when privileges of the 0x0 user account were intended. NOTE: this issue exists because of an incomplete fix for CVE-2017-1000082.",AV:L/AC:H/Au:N/C:C/I:C/A:C,CVSS:3.1/AV:L/AC:H/PR:L/UI:R/S:U/C:H/I:H/A:H,,,Upstream has patched in version 246 on 6/30/2020. Redhat has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-13776,Medium,vulnerabilities,rhel:8,systemd-libs-239-41.el8_3.1,pkgdb,rpm,239-41.el8_3.1,None,https://access.redhat.com/security/cve/CVE-2020-13776,no_data,"systemd through v245 mishandles numerical usernames such as ones composed of decimal digits or 0x followed by hex digits, as demonstrated by use of root privileges when privileges of the 0x0 user account were intended. NOTE: this issue exists because of an incomplete fix for CVE-2017-1000082.",AV:L/AC:H/Au:N/C:C/I:C/A:C,CVSS:3.1/AV:L/AC:H/PR:L/UI:R/S:U/C:H/I:H/A:H,,,Upstream has patched in version 246 on 6/30/2020. Redhat has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-13776,Medium,vulnerabilities,rhel:8,systemd-pam-239-41.el8_3.1,pkgdb,rpm,239-41.el8_3.1,None,https://access.redhat.com/security/cve/CVE-2020-13776,no_data,"systemd through v245 mishandles numerical usernames such as ones composed of decimal digits or 0x followed by hex digits, as demonstrated by use of root privileges when privileges of the 0x0 user account were intended. NOTE: this issue exists because of an incomplete fix for CVE-2017-1000082.",AV:L/AC:H/Au:N/C:C/I:C/A:C,CVSS:3.1/AV:L/AC:H/PR:L/UI:R/S:U/C:H/I:H/A:H,,,Upstream has patched in version 246 on 6/30/2020. Redhat has not patched.
registry1.dsop.io/ironbank-staging/redhat/ubi/ubi8:198768,CVE-2020-26137,Medium,nvdv2,nvdv2:cves,urllib3-1.24.2,/usr/lib/python3.6/site-packages/urllib3,python,1.24.2,None,https://nvd.nist.gov/vuln/detail/CVE-2020-26137,no_data,"urllib3 before 1.25.9 allows CRLF injection if the attacker controls the HTTP request method, as demonstrated by inserting CR and LF control characters in the first argument of putrequest(). NOTE: this is similar to CVE-2020-26116.",AV:N/AC:L/Au:N/C:P/I:P/A:N,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,,,Upstream patched in version 1.25.9 on 2/17/2020. RH has not patched.
